"code","iso","country","FOG.raw.1750","FOG.raw.1751","FOG.raw.1752","FOG.raw.1753","FOG.raw.1754","FOG.raw.1755","FOG.raw.1756","FOG.raw.1757","FOG.raw.1758","FOG.raw.1759","FOG.raw.1760","FOG.raw.1761","FOG.raw.1762","FOG.raw.1763","FOG.raw.1764","FOG.raw.1765","FOG.raw.1766","FOG.raw.1767","FOG.raw.1768","FOG.raw.1769","FOG.raw.1770","FOG.raw.1771","FOG.raw.1772","FOG.raw.1773","FOG.raw.1774","FOG.raw.1775","FOG.raw.1776","FOG.raw.1777","FOG.raw.1778","FOG.raw.1779","FOG.raw.1780","FOG.raw.1781","FOG.raw.1782","FOG.raw.1783","FOG.raw.1784","FOG.raw.1785","FOG.raw.1786","FOG.raw.1787","FOG.raw.1788","FOG.raw.1789","FOG.raw.1790","FOG.raw.1791","FOG.raw.1792","FOG.raw.1793","FOG.raw.1794","FOG.raw.1795","FOG.raw.1796","FOG.raw.1797","FOG.raw.1798","FOG.raw.1799","FOG.raw.1800","FOG.raw.1801","FOG.raw.1802","FOG.raw.1803","FOG.raw.1804","FOG.raw.1805","FOG.raw.1806","FOG.raw.1807","FOG.raw.1808","FOG.raw.1809","FOG.raw.1810","FOG.raw.1811","FOG.raw.1812","FOG.raw.1813","FOG.raw.1814","FOG.raw.1815","FOG.raw.1816","FOG.raw.1817","FOG.raw.1818","FOG.raw.1819","FOG.raw.1820","FOG.raw.1821","FOG.raw.1822","FOG.raw.1823","FOG.raw.1824","FOG.raw.1825","FOG.raw.1826","FOG.raw.1827","FOG.raw.1828","FOG.raw.1829","FOG.raw.1830","FOG.raw.1831","FOG.raw.1832","FOG.raw.1833","FOG.raw.1834","FOG.raw.1835","FOG.raw.1836","FOG.raw.1837","FOG.raw.1838","FOG.raw.1839","FOG.raw.1840","FOG.raw.1841","FOG.raw.1842","FOG.raw.1843","FOG.raw.1844","FOG.raw.1845","FOG.raw.1846","FOG.raw.1847","FOG.raw.1848","FOG.raw.1849","FOG.raw.1850","FOG.raw.1851","FOG.raw.1852","FOG.raw.1853","FOG.raw.1854","FOG.raw.1855","FOG.raw.1856","FOG.raw.1857","FOG.raw.1858","FOG.raw.1859","FOG.raw.1860","FOG.raw.1861","FOG.raw.1862","FOG.raw.1863","FOG.raw.1864","FOG.raw.1865","FOG.raw.1866","FOG.raw.1867","FOG.raw.1868","FOG.raw.1869","FOG.raw.1870","FOG.raw.1871","FOG.raw.1872","FOG.raw.1873","FOG.raw.1874","FOG.raw.1875","FOG.raw.1876","FOG.raw.1877","FOG.raw.1878","FOG.raw.1879","FOG.raw.1880","FOG.raw.1881","FOG.raw.1882","FOG.raw.1883","FOG.raw.1884","FOG.raw.1885","FOG.raw.1886","FOG.raw.1887","FOG.raw.1888","FOG.raw.1889","FOG.raw.1890","FOG.raw.1891","FOG.raw.1892","FOG.raw.1893","FOG.raw.1894","FOG.raw.1895","FOG.raw.1896","FOG.raw.1897","FOG.raw.1898","FOG.raw.1899","FOG.raw.1900","FOG.raw.1901","FOG.raw.1902","FOG.raw.1903","FOG.raw.1904","FOG.raw.1905","FOG.raw.1906","FOG.raw.1907","FOG.raw.1908","FOG.raw.1909","FOG.raw.1910","FOG.raw.1911","FOG.raw.1912","FOG.raw.1913","FOG.raw.1914","FOG.raw.1915","FOG.raw.1916","FOG.raw.1917","FOG.raw.1918","FOG.raw.1919","FOG.raw.1920","FOG.raw.1921","FOG.raw.1922","FOG.raw.1923","FOG.raw.1924","FOG.raw.1925","FOG.raw.1926","FOG.raw.1927","FOG.raw.1928","FOG.raw.1929","FOG.raw.1930","FOG.raw.1931","FOG.raw.1932","FOG.raw.1933","FOG.raw.1934","FOG.raw.1935","FOG.raw.1936","FOG.raw.1937","FOG.raw.1938","FOG.raw.1939","FOG.raw.1940","FOG.raw.1941","FOG.raw.1942","FOG.raw.1943","FOG.raw.1944","FOG.raw.1945","FOG.raw.1946","FOG.raw.1947","FOG.raw.1948","FOG.raw.1949","FOG.raw.1950","FOG.raw.1951","FOG.raw.1952","FOG.raw.1953","FOG.raw.1954","FOG.raw.1955","FOG.raw.1956","FOG.raw.1957","FOG.raw.1958","FOG.raw.1959","FOG.raw.1960","FOG.raw.1961","FOG.raw.1962","FOG.raw.1963","FOG.raw.1964","FOG.raw.1965","FOG.raw.1966","FOG.raw.1967","FOG.raw.1968","FOG.raw.1969","FOG.raw.1970","FOG.raw.1971","FOG.raw.1972","FOG.raw.1973","FOG.raw.1974","FOG.raw.1975","FOG.raw.1976","FOG.raw.1977","FOG.raw.1978","FOG.raw.1979","FOG.raw.1980","FOG.raw.1981","FOG.raw.1982","FOG.raw.1983","FOG.raw.1984","FOG.raw.1985","FOG.raw.1986","FOG.raw.1987","FOG.raw.1988","FOG.raw.1989","FOG.raw.1990","FOG.raw.1991","FOG.raw.1992","FOG.raw.1993","FOG.raw.1994","FOG.raw.1995","FOG.raw.1996","FOG.raw.1997","FOG.raw.1998","FOG.raw.1999","FOG.raw.2000","FOG.raw.2001","FOG.raw.2002","FOG.raw.2003","FOG.raw.2004","FOG.raw.2005","FOG.raw.2006","FOG.raw.2007","FOG.raw.2008","FOG.raw.2009","FOG.raw.2010","FOG.raw.2011","FOG.raw.2012","FOG.raw.2013","FOG.raw.2014","FOG.raw.2015","FOG.raw.2016","FOG.raw.2017","FOG.raw.2018","FOG.raw.2019"
36,"AUS","Australia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.3,1.3,1.3,1.3,1.3,1.51,2.11,3.02,4.17,5.47,6.85,8.25,9.57,10.8,11.7,12.5,13.2,13.9,14.6,15.2,15.8,16.5,17.1,17.9,18.7,19.6,20.6,21.6,22.7,23.8,25,26.3,27.6,29,30.4,39,59.9,90.6,128,171,215,258,297,330,355,371,383,392,398,403,407,413,421,432,446,464,483,504,525,548,573,599,627,657,688,722,760,801,845,891,940,990,1040,1100,1150,1210,1280,1360,1440,1530,1610,1690,1770,1920,1810,2280,2230,2260,2300,2390,2440,2640,2900,2770,2660,3120,2630,2470,3460,4280,4230,4410,4790,5410,5340,4920,4370,3880,3190,3110,2930,3120,3550,4000,4410,4760,5170,5770,6390,7000,7800,8430,9050,9610,9930,10900,10300,11000,12000,13400,13600,13600,13700,15500
40,"AUT","Austria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.574,0.574,0.574,0.574,0.574,0.574,0.574,0.574,0.574,0.574,0.574,0.574,0.574,0.574,0.574,0.575,0.575,0.575,0.575,0.575,0.575,0.575,0.575,0.575,0.575,0.575,0.575,0.575,0.575,0.575,0.575,0.575,0.575,0.575,0.575,0.575,0.575,0.575,0.575,0.575,0.575,0.672,0.938,1.34,1.85,2.43,3.04,3.66,4.25,4.78,5.21,5.56,5.88,6.18,6.46,6.74,7.02,7.31,7.61,7.95,8.31,8.72,9.14,9.6,10.1,10.6,11.1,11.7,12.3,12.9,13.5,16.1,22.1,30.9,41.8,54.1,67.2,80.4,93.1,105,114,122,130,138,146,153,160,168,175,182,190,198,208,219,232,245,259,274,290,306,322,339,358,377,398,420,442,466,490,514,539,565,595,627,660,693,726,759,789,829,890,977,941,1050,986,1120,1260,1390,1480,1630,1560,1590,1620,1730,1940,2250,2590,2870,3140,3290,5070,5190,5070,5250,6570,7650,8990,7300,5420,4740,4120,4140,5200,6830,7070,6840,7590,8290,9030,19200,26200,25600,21300,20900,22100,21600,23600,22700,20200,22100
31,"AZE","Azerbaijan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174,0.174,0.174,0.174,0.174,0.174,0.174,0.174,0.174,0.174,0.174,0.174,0.174,0.174,0.174,0.174,0.174,0.174,0.174,0.174,0.174,0.174,0.174,0.174,0.174,0.174,0.174,0.174,0.174,0.174,0.174,0.174,0.174,0.174,0.174,0.174,0.174,0.174,0.174,0.174,0.174,0.203,0.284,0.406,0.559,0.734,0.92,1.11,1.29,1.44,1.57,1.68,1.78,1.87,1.95,2.04,2.12,2.21,2.3,2.4,2.51,2.64,2.76,2.9,3.05,3.2,3.36,3.53,3.71,3.89,4.08,4.86,6.67,9.32,12.6,16.3,20.3,24.2,28.1,31.5,34.4,36.9,39.3,41.7,44,46.2,48.4,50.6,52.9,55.1,57.4,59.8,62.2,64.7,67.3,70,72.9,76,79.2,82.8,86.5,90.6,95.1,100,105,111,116,122,128,135,141,148,156,165,174,183,193,201,209,216,236,253,268,292,307,328,344,352,358,376,378,386,399,436,429,440,445,432,429,285,207,200,150,104,56.8,29.1,9.6,40.7,42.3,44.4,47.5,51.7,57.3,168,264,306,307,370,388,319,346,411,440,471,513,543,573,603,634,664
44,"BHS","Bahamas",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
48,"BHR","Bahrain",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,1740,1450,1670,1640,1720,1710,1740,1780,1780,1840,2420,2430,2500,2470,2530,2560,2590,2640,3010,461,505,579,388,362,347,343,324,298,274,253,223,229,229,323,375,372,372,362,372,350,354,359,363,368,373,377,382,386
50,"BGD","Bangladesh",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
52,"BRB","Barbados",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
112,"BLR","Belarus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00184,0.00184,0.00184,0.00184,0.00184,0.00184,0.00184,0.00184,0.00184,0.00184,0.00184,0.00184,0.00184,0.00184,0.00184,0.00184,0.00184,0.00184,0.00184,0.00184,0.00184,0.00184,0.00184,0.00184,0.00184,0.00184,0.00184,0.00184,0.00184,0.00184,0.00184,0.00184,0.00184,0.00185,0.00185,0.00185,0.00185,0.00185,0.00185,0.00185,0.00185,0.00216,0.00301,0.00431,0.00594,0.00779,0.00976,0.0118,0.0136,0.0153,0.0167,0.0179,0.0189,0.0198,0.0207,0.0216,0.0225,0.0234,0.0244,0.0255,0.0267,0.028,0.0293,0.0308,0.0323,0.034,0.0357,0.0375,0.0393,0.0413,0.0433,0.0516,0.0708,0.0989,0.134,0.173,0.215,0.257,0.298,0.335,0.366,0.392,0.418,0.443,0.467,0.49,0.514,0.537,0.561,0.585,0.609,0.634,0.66,0.686,0.714,0.743,0.774,0.806,0.841,0.878,0.918,0.962,1.01,1.06,1.12,1.17,1.24,1.3,1.36,1.43,1.5,1.57,1.66,1.75,1.85,1.95,2.04,2.14,2.22,2.29,2.35,2.4,2.46,2.51,2.56,2.6,2.65,2.69,2.72,2.75,2.79,2.81,2.84,2.87,2.91,2.95,2.98,3.09,3.24,3.45,3.42,3.94,5.01,8.56,13.3,25.6,42,63.3,91.2,120,152,191,238,303,413,537,582,660,738,781,862,888,951,1010,1080,1140,1200,1270,1330,1390
56,"BEL","Belgium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00114,0.00114,0.00114,0.00114,0.00114,0.00114,0.00114,0.00114,0.00114,0.00114,0.00114,0.00114,0.00114,0.00114,0.00115,0.00115,0.00115,0.00115,0.00115,0.00115,0.00115,0.00115,0.00115,0.00115,0.00115,0.00115,0.00115,0.00115,0.00115,0.00115,0.00115,0.00115,0.00115,0.00115,0.00115,0.00115,0.00115,0.00115,0.00115,0.00115,0.00115,0.00134,0.00187,0.00268,0.00369,0.00484,0.00606,0.0073,0.00847,0.00952,0.0104,0.0111,0.0117,0.0123,0.0129,0.0134,0.014,0.0146,0.0152,0.0158,0.0166,0.0174,0.0182,0.0191,0.0201,0.0211,0.0222,0.0233,0.0244,0.0256,0.0269,0.0321,0.044,0.0614,0.0831,0.108,0.134,0.16,0.185,0.208,0.227,0.244,0.259,0.275,0.29,0.305,0.319,0.334,0.348,0.363,0.378,0.554,1.02,1.72,2.6,3.62,4.73,5.87,7,8.06,9,9.88,10.7,11.6,12.5,13.4,14.3,15.2,16,16.9,17.8,18.7,19.5,20.2,20.9,21.6,22.4,23.4,24.4,33.2,53.7,76.7,73,97.2,95.7,125,166,207,252,321,375,437,535,576,685,736,851,996,1040,1090,1240,1340,1660,1570,1790,2020,2050,2140,2240,2220,2330,2420,2510,2480,2670,2820,3180,3480,3790,3840,3830,4260,4260,4380,4460,4600,4680,4980,5000,4420
84,"BLZ","Belize",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
204,"BEN","Benin",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
60,"BMU","Bermuda",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
